80714;2642;C;121614;1;3590;Vendita;VE;piani;0;100
100714;2678;C;121672;1;5235;Vendita;VE;piani;0;20
140714;2731;C;121690;1;2091;Vendita;VE;piani;0;60
160714;2763;C;121509;1;5586;Vendita;VE;piani;0;40
160714;2782;C;121760;1;3170;Vendita;VE;piani;0;20
170714;2800;C;121768;1;133;Vendita;VE;piani;0;20
180714;2826;C;121778;1;857;Vendita;VE;piani;0;40
250714;2936;C;121864;1;1020;Vendita;VE;piani;0;80
280714;2962;C;121892;1;3590;Vendita;VE;piani;0;200
30914;3087;C;122020;1;460;Vendita;VE;piani;0;20
40914;3120;C;122022;1;1428;Vendita piani;VE;0;60;
50914;3128;C;122039;1;2687;Vendita piani;VE;0;120;
170914;3309;C;122267;1;862;Vendita piani;VE;0;20;
180914;3351;C;122328;1;1173;Vendita piani;VE;0;40;
190914;3374;C;122347;1;5647;Vendita piani;VE;0;20;
300914;3551;C;122309;1;3407;Vendita piani;VE;0;60;
11014;3584;C;122465;1;2121;Vendita piani;VE;0;20;
101014;3735;C;122665;1;5824;Vendita piani;VE;0;200;
131014;3752;C;122645;1;2254;Vendita piani;VE;0;20;
151014;10M;P;60551; ; ;Vers.prod.pre;WP1;0;60;
201014;10M;P;60551; ; ;Vers.prod.pre;WP1;0;1345;
211014;3885;C;122832;1;335;Vendita piani;VE;0;40;
221014;3900;C;122840;1;1250;Vendita piani;VE;0;20;
221014;3912;C;122416;1;134;Vendita piani;VE;0;40;
231014;3936;C;122863;1;4345;Vendita piani;VE;0;20;
271014;3957;C;122710;1;1428;Vendita piani;VE;0;80;
271014;3962;C;122902;1;5980;Vendita piani;VE;0;100;
271014;3963;C;122894;1;308;Vendita piani;VE;0;20;
281014;3978;C;122917;1;1264;Vendita piani;VE;0;20;
301014;4013;C;122955;1;2888;Vendita piani;VE;0;40;
301014;10M;P;60551; ; ;Vers.prod.pre;WP1;0;780;
41114;4075;C;123034;1;80;Vendita piani;VE;0;100;
51114;11M;P;60551; ; ;Vers.prod.pre;WP1;0;400;
61114;10P1;P;60551; ; ;Vers.prod.pre;WP1;0; ;
141114;4242;C;123185;1;308;Vendita piani;VE;0;20;
171114;4252;C;123199;1;5993;Vendita piani;VE;0;40;
191114;4284;C;123246;1;5922;Vendita piani;VE;0;20;
251114;4379;C;123347;1;4660;Vendita piani;VE;0;20;
271114;4419;C;123339;1;1020;Vendita piani;VE;0;60;
21214;4460;C;123433;1;3349;Vendita piani;VE;0;120;
21214;4477;C;123442;1;1428;Vendita;VE;piani;0;120
41214;4523;C;123190;1;6144;Vendita;VE;piani;0;20
111214;4629;C;123567;1;4829;Vendita;VE;piani;0;60
121214;4668;C;123568;1;861;Vendita;VE;piani;0;20
151214;4681;C;123599;1;3078;Vendita;VE;piani;0;40
191214;4788;C;123654;1;504;Vendita;VE;piani;0;60
231214;4811;C;123492;1;3440;Vendita;VE;piani;0;20
70115;5;C;123609;1;308;Vendita;VE;piani;0;20
70115;15;C;123692;1;857;Vendita;VE;piani;0;20
80115;36;C;124014;1;3483;Vendita;VE;piani;0;60
120115;70;C;124060;1;2199;Vendita;VE;piani;0;20
160115;149;C;124139;1;134;Vendita;VE;piani;0;60
160115;151;C;124021;1;2673;Vendita;VE;piani;0;20
190115;168;C;124185;1;460;Vendita;VE;piani;0;20
190115;175;C;124171;1;4283;Vendita;VE;piani;0;40
300115;327;C;124320;1;4537;Vendita;VE;piani;0;20
20215;346;C;124361;1;5824;Vendita;VE;piani;0;60
60215;420;C;124434;1;2121;Vendita;VE;piani;0;20
60215;421;C;124424;1;4345;Vendita;VE;piani;0;20
90215;452;C;124127;1;5945;Vendita;VE;piani;0;20
160215;563;C;124475;1;5980;Vendita;VE;piani;0;100
240215;672;C;124666;1;3843;Vendita;VE;piani;0;20
250215;693;C;124605;1;3518;Vendita;VE;piani;0;500
270215;728;C;124719;1;989;Vendita;VE;piani;0;40
270215;737;C;124720;1;288;Vendita;VE;piani;0;80
270215;751;C;124733;1;862;Vendita;VE;piani;0;20
30315;772;C;124767;1;861;Vendita;VE;piani;0;80
110315;883;C;124871;1;4345;Vendita;VE;piani;0;20
110315;884;C;124867;1;1639;Vendita;VE;piani;0;60
130315;912;C;124858;1;3407;Vendita;VE;piani;0;40
160315;939;C;124799;1;1428;Vendita piani;VE;0;40;
180315;974;C;124980;1;857;Vendita piani;VE;0;40;
180315;984;C;124982;1;857;Vendita piani;VE;0;20;
190315;1019;C;124655;1;5538;Vendita piani;VE;0;60;
300315;03M;P;61905; ; ;Vers.prod.pre;WP1;0;316;
310315;1177;C;125106;1;930;Vendita piani;VE;0;20;
20415;04M;P;61905; ; ;Vers.prod.pre;WP1;0;400;
70415;1261;C;125251;1;1423;Vendita piani;VE;0;120;
70415;1264;C;125244;1;335;Vendita piani;VE;0;40;
130415;1360;C;125333;1;323;Vendita piani;VE;0;20;
140415;1382;C;125355;1;2091;Vendita piani;VE;0;60;
140415;1386;C;125309;1;862;Vendita piani;VE;0;40;
160415;1432;C;125410;1;2171;Vendita piani;VE;0;20;
170415;1452;C;125425;1;2405;Vendita piani;VE;0;20;
200415;1475;C;125390;1;1428;Vendita piani;VE;0;60;
200415;1477;C;125448;1;857;Vendita piani;VE;0;20;
200415;04M;P;62294; ; ;Vers.prod.pre;WP1;0;26;
220415;1519;C;125480;1;4195;Vendita piani;VE;0;20;
290415;1632;C;125530;1;2057;Vendita piani;VE;0;100;
290415;1636;C;125517;1;133;Vendita piani;VE;0;20;
300415;1648;C;125605;1;5980;Vendita piani;VE;0;300;
300415;04M;P;60551; ; ;Vers.prod.pre;WP1;0;1640;
40515;1689;C;125614;1;1965;Vendita piani;VE;0;20;
50515;1704;C;125629;1;3610;Vendita piani;VE;0;20;
60515;1711;C;125647;1;1173;Vendita piani;VE;0;40;
60515;1728;C;125668;1;914;Vendita piani;VE;0;40;
60515;1729;C;125669;1;862;Vendita piani;VE;0;20;
150515;1860;C;125819;1;158;Vendita piani;VE;0;40;
200515;1947;C;125891;1;3483;Vendita piani;VE;0;40;
250515;1998;C;125954;1;4283;Vendita piani;VE;0;20;
280515;2049;C;126020;1;2673;Vendita;VE;piani;0;40
290515;2070;C;126031;1;2372;Vendita;VE;piani;0;100
290515;2080;C;125918;1;1428;Vendita;VE;piani;0;200
50615;2137;C;125641;1;6068;Vendita;VE;piani;0;20
120615;2237;C;126198;1;2372;Vendita;VE;piani;0;120
120615;2238;C;126224;1;861;Vendita;VE;piani;0;100
150615;2256;C;126241;1;460;Vendita;VE;piani;0;20
160615;2287;C;126261;1;4692;Vendita;VE;piani;0;20
170615;2307;C;126259;1;3602;Vendita;VE;piani;0;60
180615;2324;C;126302;1;857;Vendita;VE;piani;0;40
230615;2360;C;126289;1;2091;Vendita;VE;piani;0;40
290615;2443;C;126438;1;4346;Vendita;VE;piani;0;20
300615;2488;C;126474;1;134;Vendita;VE;piani;0;40
300615;2497;C;126489;1;5993;Vendita;VE;piani;0;160
90715;2628;C;126575;1;1407;Vendita;VE;piani;0;20
90715;2629;C;126532;1;308;Vendita piani;VE;0;40;
100715;2632;C;126505;1;4289;Vendita piani;VE;0;20;
160715;2726;C;126677;1;4345;Vendita piani;VE;0;20;
160715;2733;C;126582;1;4283;Vendita piani;VE;0;40;
160715;2733;C;126667;1;4283;Vendita piani;VE;0;40;
210715;2802;C;126475;1;1428;Vendita piani;VE;0;40;
270715;07M;P;62778; ; ;Vers.prod.pre;WP1;0;940;
300715;07M;P;60551; ; ;Vers.prod.pre;WP1;0;372;
310815;3002;C;126947;1;308;Vendita piani;VE;0;20;
10915;3016;C;126972;1;3170;Vendita piani;VE;0;20;
90915;3160;C;126953;1;1008;Vendita piani;VE;0;20;
100915;3165;C;127148;1;1195;Vendita piani;VE;0;60;
150915;3255;C;127201;1;2121;Vendita piani;VE;0;20;
160915;3277;C;127243;1;857;Vendita piani;VE;0;30;
160915;3285;C;127232;1;2673;Vendita piani;VE;0;40;
180915;3313;C;127242;1;5538;Vendita piani;VE;0;40;
220915;3371;C;127226;1;5993;Vendita piani;VE;0;40;
240915;3396;C;127083;1;460;Vendita piani;VE;0;40;
250915;3418;C;127394;1;1428;Vendita piani;VE;0;240;
81015;3650;C;127561;1;5899;Vendita piani;VE;0;20;
121015;3703;C;127630;1;861;Vendita piani;VE;0;160;
211015;3879;C;127774;1;886;Vendita piani;VE;0;20;
221015;3898;C;127811;1;1948;Vendita piani;VE;0;20;
231015;3917;C;127779;1;5895;Vendita piani;VE;0;40;
21115;125;C;127930;1;460;Vendita sosti;VO16;0;8;
41115;4092;C;127954;1;3590;Vendita piani;VE;0;60;
41115;4097;C;127981;1;5158;Vendita piani;VE;0;20;
131115;4261;C;128133;1;4345;Vendita piani;VE;0;20;
131115;4268;C;128132;1;4345;Vendita piani;VE;0;20;
171115;11M;P;63459; ; ;Vers.prod.pre;WP1;0;1161;
251115;4421;C;128329;1;857;Vendita;VE;piani;0;20
301115;4495;C;128412;1;6218;Vendita;VE;piani;0;40
21215;4508;C;128438;1;5231;Vendita;VE;piani;0;20
31215;4557;C;128424;1;4537;Vendita;VE;piani;0;20
41215;4592;C;128462;1;134;Vendita;VE;piani;0;60
101215;4629;C;128505;1;857;Vendita;VE;piani;0;80
161215;4739;C;128583;1;308;Vendita;VE;piani;0;40
161215;4745;C;128587;1;4346;Vendita;VE;piani;0;40
171215;4765;C;128648;1;158;Vendita;VE;piani;0;40
221215;4844;C;128686;1;3483;Vendita;VE;piani;0;100
120116;70;C;129057;1;3170;Vendita;VE;piani;0;60
140116;117;C;129097;1;1550;Vendita;VE;piani;0;60
210116;239;C;129240;1;460;Vendita;VE;piani;0;20
250116;280;C;129263;1;2687;Vendita;VE;piani;0;20
260116;290;C;129307;1;6192;Vendita;VE;piani;0;20
280116;337;C;129338;1;857;Vendita;VE;piani;0;40
10216;375;C;129363;1;2673;Vendita;VE;piani;0;40
20216;408;C;129370;1;2091;Vendita;VE;piani;0;60
30216;439;C;129432;1;308;Vendita;VE;piani;0;20
80216;511;C;129482;1;4289;Vendita;VE;piani;0;60
190216;695;C;129621;1;6035;Vendita;VE;piani;0;40
240216;785;C;129814;1;3723;Vendita;VE;piani;0;60
10316;845;C;129867;1;460;Vendita;VE;piani;0;20
10316;849;C;129783;1;2091;Vendita;VE;piani;0;20
80316;960;C;129959;1;5007;Vendita;VE;piani;0;60
90316;978;C;129992;1;2121;Vendita;VE;piani;0;20
150316;1089;C;130092;1;2372;Vendita;VE;piani;0;200
160316;1104;C;130099;1;308;Vendita;VE;piani;0;20
250316;1263;C;130256;1;1550;Vendita;VE;piani;0;20
10416;1340;C;130343;1;2673;Vendita;VE;piani;0;40
40416;1360;C;130381;1;4345;Vendita piani;VE;0;40;
40416;1361;C;130382;1;4345;Vendita piani;VE;0;20;
70416;1419;C;130423;1;5980;Vendita piani;VE;0;300;
80416;1452;C;130444;1;1251;Vendita piani;VE;0;20;
110416;1478;C;130438;1;6144;Vendita piani;VE;0;20;
120416;1501;C;130477;1;1665;Vendita piani;VE;0;17;
200416;1632;C;130631;1;460;Vendita piani;VE;0;80;
200416;04M;P;64297; ; ;Vers.prod.pre;WP1;0;954;
270416;1707;C;130699;1;308;Vendita piani;VE;0;20;
280416;1739;C;130736;1;4537;Vendita piani;VE;0;40;
290416;1755;C;130708;1;640;Vendita piani;VE;0;60;
50516;1877;C;130829;1;1407;Vendita piani;VE;0;20;
90516;05M;P;64864; ; ;Vers.prod.pre;WP1;0;455;
110516;1955;C;130926;1;2687;Vendita piani;VE;0;20;
230516;2125;C;131020;1;6192;Vendita piani;VE;0;20;
250516;2185;C;130610;1;3100;Vendita;VE;piani;0;20
10616;2307;C;131233;1;2057;Vendita;VE;piani;0;80
80616;2382;C;131329;1;862;Vendita;VE;piani;0;60
90616;2409;C;131370;1;4660;Vendita;VE;piani;0;20
90616;2414;C;131365;1;5895;Vendita;VE;piani;0;100
160616;2538;C;131476;1;3170;Vendita;VE;piani;0;20
200616;2556;C;131519;1;857;Vendita;VE;piani;0;20
220616;2632;C;131562;1;460;Vendita;VE;piani;0;60
270616;2700;C;131600;1;2673;Vendita;VE;piani;0;40
60716;2847;C;131752;1;857;Vendita;VE;piani;0;20
120716;2943;C;131860;1;4345;Vendita;VE;piani;0;20
150716;3029;C;131924;1;2372;Vendita;VE;piani;0;40
200716;3095;C;131974;1;3590;Vendita;VE;piani;0;100
210716;3121;C;132002;1;1428;Vendita;VE;piani;0;60
250716;3188;C;132048;1;2091;Vendita;VE;piani;0;20
280716;3259;C;132081;1;6297;Vendita piani;VE;0;20;
300816;3317;C;132192;1;460;Vendita piani;VE;0;40;
310816;08M;P;65391; ; ;Vers.prod.pre;WP1;0;1100;
50916;3404;C;132201;1;1428;Vendita piani;VE;0;40;
50916;09M;P;60551; ; ;Vers.prod.pre;WP1;0;634;
90916;3498;C;132306;1;1665;Vendita piani;VE;0;40;
130916;3566;C;132342;1;158;Vendita piani;VE;0;40;
140916;3597;C;132418;1;4283;Vendita piani;VE;0;20;
190916;3666;C;132333;1;6144;Vendita piani;VE;0;20;
230916;3731;C;132575;1;857;Vendita piani;VE;0;40;
260916;3779;C;132492;1;6069;Vendita piani;VE;0;20;
270916;3794;C;132659;1;2426;Vendita piani;VE;0;12;
31016;3881;C;132715;1;640;Vendita piani;VE;0;60;
61016;3952;C;132799;1;6192;Vendita piani;VE;0;20;
131016;4044;C;132887;1;1428;Vendita piani;VE;0;120;
211016;4204;C;133033;1;3483;Vendita;VE;piani;0;40
271016;4270;C;133123;1;4346;Vendita;VE;piani;0;40
271016;4289;C;133113;1;1948;Vendita;VE;piani;0;20
41116;4377;C;133196;1;4345;Vendita;VE;piani;0;20
91116;4456;C;133258;1;1444;Vendita;VE;piani;0;20
101116;4484;C;133291;1;857;Vendita;VE;piani;0;80
151116;4555;C;133378;1;3590;Vendita;VE;piani;0;100
291116;4758;C;133620;1;945;Vendita;VE;piani;0;40
301116;4780;C;133549;1;460;Vendita;VE;piani;0;60
61216;4875;C;133675;1;158;Vendita;VE;piani;0;80
71216;4904;C;133722;1;308;Vendita;VE;piani;0;40
141216;4959;C;133824;1;463;Vendita;VE;piani;0;20
191216;5034;C;133898;1;6158;Vendita;VE;piani;0;20
191216;5045;C;133895;1;3078;Vendita;VE;piani;0;40
211216;5084;C;133952;1;2091;Vendita;VE;piani;0;60
221216;5094;C;133975;1;3602;Vendita;VE;piani;0;60
110117;58;C;133917;1;2673;Vendita;VE;piani;0;40
110117;75;C;133722;1;308;Vendita;VE;piani;0;20
130117;113;C;133947;1;4345;Vendita;VE;piani;0;20
160117;135;C;134103;1;1428;Vendita;VE;piani;0;120
230117;228;C;134197;1;1173;Vendita;VE;piani;0;40
250117;277;C;134264;1;5824;Vendita;VE;piani;0;40
270117;305;C;134287;1;3100;Vendita;VE;piani;0;80
300117;333;C;134321;1;2121;Vendita;VE;piani;0;20
20217;382;C;134384;1;857;Vendita;VE;piani;0;120
60217;421;C;134414;1;2269;Vendita;VE;piani;0;20
90217;517;C;134492;1;1428;Vendita;VE;piani;0;100
90217;520;C;134494;1;4104;Vendita;VE;piani;0;20
150217;605;C;134348;1;5538;Vendita;VE;piani;0;60
220217;762;C;134654;1;460;Vendita;VE;piani;0;60
80317;961;C;134909;1;2673;Vendita piani;VE;0;40;
90317;981;C;134115;1;3170;Vendita piani;VE;0;40;
160317;03M;P;66726; ; ;Vers.prod.pre;WP1;0;1200;
200317;03M;P;66726; ; ;Vers.prod.pre;WP1;0;1800;
210317;03M;P;66726; ; ;Vers.prod.pre;WP1;0;512;
220317;1215;C;134936;1;4283;Vendita piani;VE;0;20;
220317;1219;C;135152;1;6158;Vendita piani;VE;0;20;
290317;1342;C;135264;1;5158;Vendita piani;VE;0;20;
30417;1383;C;135203;1;5608;Vendita piani;VE;0;20;
40417;1427;C;135301;1;5514;Vendita piani;VE;0;40;
140417;1609;C;135416;1;6192;Vendita piani;VE;0;20;
180417;1623;C;135550;1;1017;Vendita piani;VE;0;20;
30517;1796;C;135485;1;5895;Vendita piani;VE;0;120;
50517;1849;C;135755;1;2839;Vendita piani;VE;0;20;
120517;1960;C;135866;1;1017;Vendita piani;VE;0;40;
120517;1964;C;135873;1;857;Vendita;VE;piani;0;20
120517;1975;C;135887;1;5007;Vendita;VE;piani;0;20
180517;2041;C;135903;1;4283;Vendita;VE;piani;0;40
180517;2038;C;135915;1;533;Vendita;VE;piani;0;20
190517;2088;C;136000;1;4829;Vendita;VE;piani;0;40
230517;2118;C;136050;1;1639;Vendita;VE;piani;0;100
300517;2220;C;136126;1;6703;Vendita;VE;piani;0;40
310517;2236;C;135792;1;6297;Vendita;VE;piani;0;60
310517;2235;C;136134;1;308;Vendita;VE;piani;0;20
50617;2290;C;136192;1;1428;Vendita;VE;piani;0;40
80617;2344;C;136257;1;460;Vendita;VE;piani;0;20
90617;2368;C;136297;1;1948;Vendita;VE;piani;0;20
200617;2536;C;136444;1;2121;Vendita;VE;piani;0;100
40717;2739;C;136609;1;4345;Vendita;VE;piani;0;20
100717;2847;C;136714;1;1428;Vendita;VE;piani;0;40
100717;2849;C;136698;1;6218;Vendita;VE;piani;0;20
170717;2955;C;136829;1;2091;Vendita;VE;piani;0;20
190717;3001;C;136589;1;5474;Vendita;VE;piani;0;40
250717;52;C;136811;1;6335;Omaggio;VO;(vend;0;1
250717;3095;C;136971;1;2372;Vendita;VE;piani;0;200
280717;3154;C;137041;1;1423;Vendita;VE;piani;0;80
290817;3179;C;137081;1;308;Vendita;VE;piani;0;20
50917;3299;C;137192;1;460;Vendita;VE;piani;0;60
60917;3316;C;137199;1;5824;Vendita;VE;piani;0;60
70917;3350;C;137243;1;3483;Vendita;VE;piani;0;60
190917;3531;C;137430;1;930;Vendita;VE;piani;0;20
210917;3584;C;137126;1;1428;Vendita;VE;piani;0;60
280917;3705;C;137558;1;460;Vendita;VE;piani;0;80
280917;3711;C;137552;1;2121;Vendita;VE;piani;0;20
21017;3742;C;137488;1;786;Vendita;VE;piani;0;60
31017;003773 C;137595 1;;;3078;;VE;Vendita piani;40;0
91017;003891 C;137711 1;;;5007;;VE;Vendita piani;40;0
101017;003909 C;137738 1;;;1428;;VE;Vendita piani;60;0
161017;004022 C;137825 1;;;2091;;VE;Vendita piani;40;0
