230915;3383;C;127107;220;E;0,3;VE;0;3000
240915;3393;C;126953;1008;E;0,27;VE;0;1000
250915;3445;C;126493;5458;E;0,26;VE;0;1000
61015;3610;C;127537;6112;E;0,28;VE;0;3000
81015;3650;C;127561;5899;E;0,3;VE;0;2000
191015;3825;C;127580;134;E;0,3;VE;0;1500
291015;4001;C;127617;158;E;0,26;VE;0;6000
291015;4006;C;127285;1672;E;0,3;VE;0;1000
21215;4524;C;128173;3378;E;0,78;VE;0;500
41215;4592;C;128462;134;E;0,3;VE;0;1000
101215;4618;C;128398;6144;E;0,29;VE;0;1000
101215;4636;C;128491;402;E;0,3;VE;0;500
221215;4833;C;128682;6112;E;0,3;VE;0;500
110116;53;C;128626;220;E;0,3;VE;0;1000
130116;93;C;129012;3483;E;0,28;VE;0;3000
130116;98;C;128682;6112;E;0,3;VE;0;2500
140116;123;C;128334;3977;E;0,3;VE;0;500
250116;280;C;129263;2687;E;0,29;VE;0;3000
40216;458;C;129478;5514;E;0,3;VE;0;6000
80216;511;C;129507;4289;E;0,285;VE;0;300
150216;623;C;129645;6158;E;0,3;VE;0;1000
160216;633;C;129640;328;E;0,33;VE;0;500
220216;732;C;129734;3977;E;0,3;VE;0;500
10316;845;C;129867;460;E;0,27;VE;0;3000
10316;857;C;129823;2793;E;0,28;VE;0;1000
140316;1052;C;130067;1369;E;0,3;VE;0;1000
210316;1166;C;130190;3340;E;0,3;VE;0;3000
210316;1167;C;130065;1202;E;0,36;VE;0;400
10416;1342;C;130234;6250;E;0,33;VE;0;500
70416;1419;C;130423;5980;E;0,25;VE;0;3000
70416;1436;C;130466;254;E;0,27;VE;0;2800
210416;1648;C;130647;4399;E;0,33;VE;0;400
210416;1652;C;130519;3356;E;0,27;VE;0;1000
210416;1659;C;130466;254;E;0,27;VE;0;2600
220416;1674;C;130672;6112;E;0,24;VE;0;3000
290416;1746;C;130747;328;E;0,29;VE;0;1500
20516;1792;C;130619;2793;E;0,28;VE;0;1000
50516;1873;C;130745;4735;E;0,33;VE;0;200
260516;2192;C;131164;3378;E;0,78;VE;0;500
270516;2230;C;131200;402;E;0,3;VE;0;250
90616;2403;C;131385;6112;E;0,25;VE;0;950
150616;2491;C;131426;6144;E;0,29;VE;0;1500
160616;2531;C;131385;6112;E;0,25;VE;0;2050
220616;2630;C;131560;3977;E;0,3;VE;0;500
300616;2769;C;131335;1379;E;0,3;VE;0;1000
250716;3170;C;132029;753;E;0,27;VE;0;1500
270716;3236;C;132086;3977;E;0,3;VE;0;500
290716;3270;C;132112;5923;E;0,27;VE;0;500
10916;3346;C;132225;6192;E;0,36;VE;0;500
50916;3416;C;132055;2793;E;0,28;VE;0;1000
120916;3541;C;132388;3378;E;0,78;VE;0;500
150916;3614;C;132483;3782;E;0,3;VE;0;1000
190916;3666;C;132333;6144;E;0,29;VE;0;500
260916;3771;C;132531;6112;E;0,25;VE;0;3000
101016;3995;C;132859;5923;E;0,27;VE;0;250
201016;4175;C;133000;1254;E;0,26;VE;0;1500
211016;4199;C;133038;1008;E;0,26;VE;0;500
41116;4378;C;133215;3977;E;0,3;VE;0;1000
221116;4654;C;133433;5981;E;0,98;VE;0;50
281116;4735;C;133584;3483;E;0,28;VE;0;500
301116;4780;C;133549;460;E;0,24;VE;0;6000
61216;4891;C;133212;6144;E;0,29;VE;0;3000
151216;4993;C;133859;220;E;0,3;VE;0;3000
191216;5034;C;133898;6158;E;0,3;VE;0;1500
90117;8;C;133932;3378;E;0,78;VE;0;500
110117;72;C;133969;6192;E;0,36;VE;0;200
190117;184;C;134164;3483;E;0,28;VE;0;1000
310117;353;C;134327;5899;E;0,29;VE;0;2000
80217;500;C;134473;328;E;0,33;VE;0;1000
150217;622;C;134568;2793;E;0,28;VE;0;1000
160217;648;C;134592;3483;E;0,28;VE;0;1500
210217;732;C;134669;3356;E;0,27;VE;0;1000
20317;865;C;134825;254;E;0,25;VE;0;8450
40517;1814;C;135522;1672;E;0,3;VE;0;900
40517;1825;C;135152;6158;E;0,3;VE;0;1000
40517;1826;C;135335;6192;E;0,36;VE;0;500
40517;1830;C;135315;2793;E;0,28;VE;0;600
190517;2070;C;135860;402;E;0,3;VE;0;200
80617;2342;C;135522;1672;E;0,3;VE;0;100
90617;2360;C;135738;3977;E;0,3;VE;0;500
90617;2361;C;135875;3483;E;0,3;VE;0;500
90617;2363;C;135152;6158;E;0,3;VE;0;500
90617;2364;C;135528;2687;E;0,28;VE;0;1500
90617;2384;C;136294;5923;E;0,26;VE;0;500
190617;2531;C;136436;328;E;0,33;VE;0;500
50717;2773;C;136653;2793;E;0,28;VE;0;150
70717;2808;C;135277;5514;E;0,3;VE;0;6000
70717;2812;C;136400;3483;E;0,28;VE;0;3000
70717;2813;C;136316;3340;E;0,3;VE;0;3000
70717;2814;C;135528;2687;E;0,28;VE;0;1500
70717;2819;C;136257;460;E;0,25;VE;0;3000
70717;2822;C;135768;6144;E;0,28;VE;0;1000
100717;2838;C;135470;4060;E;0,26;VE;0;3000
100717;2846;C;136106;4735;E;0,36;VE;0;500
180717;2970;C;136838;753;E;0,27;VE;0;1200
60917;3334;C;137213;1588;E;0,81;VE;0;50
210917;3584;C;137126;1428;E;0,3;VE;0;300
210917;3562;C;136838;753;E;0,27;VE;0;1800
210917;3565;C;137002;3356;E;0,27;VE;0;1000
210917;3566;C;137364;3378;E;0,81;VE;0;500
210917;3582;C;135860;402;E;0,3;VE;0;400
210917;3583;C;137260;3977;E;0,3;VE;0;600
210917;3583;C;137442;3977;E;0,3;VE;0;400
210917;3585;C;137270;6158;E;0,3;VE;0;1000
260917;3658;C;136589;5474;E;0,3;VE;0;1500
111017;3935;C;137753;3782;E;0,29;VE;0;1500
121017;3969;C;137778;6112;E;0,27;VE;0;3000
